metabolite,name,molecular_weight,C_number,N_number,hmdb,inchi,kegg.compound,pubchem.compound,reaction
MGlcn181_m,mucin-type O-glycan No 181,,74,7,,,,,EX_MGlcn181_m
MGlcn181_rl_m,released mucin-type O-glycan No 181,1938.75236,74,7,,,,,EX_MGlcn181_rl_m
MGlcn182_m,mucin-type O-glycan No 182,,22,2,,,,,EX_MGlcn182_m
MGlcn182_rl_m,released mucin-type O-glycan No 182,570.54152,22,2,,,,,EX_MGlcn182_rl_m
MGlcn183_m,mucin-type O-glycan No 183,,41,4,,,,,EX_MGlcn183_m
MGlcn183_rl_m,released mucin-type O-glycan No 183,1079.98008,41,4,,,,,EX_MGlcn183_rl_m
MGlcn185_m,mucin-type O-glycan No 185,,30,3,,,,,EX_MGlcn185_m
MGlcn185_rl_m,released mucin-type O-glycan No 185,789.73344,30,3,,,,,EX_MGlcn185_rl_m
MGlcn186_m,mucin-type O-glycan No 186,,47,4,,,,,EX_MGlcn186_m
MGlcn186_rl_m,released mucin-type O-glycan No 186,1242.12068,47,4,,,,,EX_MGlcn186_rl_m
MGlcn187_m,mucin-type O-glycan No 187,,47,4,,,,,EX_MGlcn187_m
MGlcn187_rl_m,released mucin-type O-glycan No 187,1242.12068,47,4,,,,,EX_MGlcn187_rl_m
MGlcn188_m,mucin-type O-glycan No 188,,58,5,,,,,EX_MGlcn188_m
MGlcn188_rl_m,released mucin-type O-glycan No 188,1532.3673199999998,58,5,,,,,EX_MGlcn188_rl_m
MGlcn189_m,mucin-type O-glycan No 189,,36,3,,,,,EX_MGlcn189_m
MGlcn189_rl_m,released mucin-type O-glycan No 189,951.87404,36,3,,,,,EX_MGlcn189_rl_m
MGlcn18_rl_m,released mucin-type O-glycan No 18,1155.06656,44,4,,,,,EX_MGlcn18_rl_m
MGlcn19_m,mucin-type O-glycan No 19,,66,6,,,,,EX_MGlcn19_m
MGlcn190_m,mucin-type O-glycan No 190,,55,5,,,,,EX_MGlcn190_m
MGlcn190_rl_m,released mucin-type O-glycan No 190,1445.3131999999998,55,5,,,,,EX_MGlcn190_rl_m
MGlcn191_m,mucin-type O-glycan No 191,,55,5,,,,,EX_MGlcn191_m
MGlcn191_rl_m,released mucin-type O-glycan No 191,1445.3131999999998,55,5,,,,,EX_MGlcn191_rl_m
MGlcn192_m,mucin-type O-glycan No 192,,66,6,,,,,EX_MGlcn192_m
MGlcn192_rl_m,released mucin-type O-glycan No 192,1735.55984,66,6,,,,,EX_MGlcn192_rl_m
MGlcn193_m,mucin-type O-glycan No 193,,44,4,,,,,EX_MGlcn193_m
MGlcn193_rl_m,released mucin-type O-glycan No 193,1155.06656,44,4,,,,,EX_MGlcn193_rl_m
MGlcn194_m,mucin-type O-glycan No 194,,44,4,,,,,EX_MGlcn194_m
MGlcn194_rl_m,released mucin-type O-glycan No 194,1155.06656,44,4,,,,,EX_MGlcn194_rl_m
MGlcn195_m,mucin-type O-glycan No 195,,26,1,,,,,EX_MGlcn195_m
MGlcn195_rl_m,released mucin-type O-glycan No 195,691.6302,26,1,,,,,EX_MGlcn195_rl_m
MGlcn196_m,mucin-type O-glycan No 196,,20,1,,,,,EX_MGlcn196_m
MGlcn196_rl_m,released mucin-type O-glycan No 196,545.489,20,1,,,,,EX_MGlcn196_rl_m
MGlcn19_rl_m,released mucin-type O-glycan No 19,1723.5922,66,6,,,,,EX_MGlcn19_rl_m
MGlcn2_m,mucin-type O-glycan No 2,,27,3,,,,,EX_MGlcn2_m
MGlcn20_m,mucin-type O-glycan No 20,,44,4,,,,,EX_MGlcn20_m
MGlcn20_rl_m,released mucin-type O-glycan No 20,1155.06656,44,4,,,,,EX_MGlcn20_rl_m
MGlcn21_m,mucin-type O-glycan No 21,,58,5,,,,,EX_MGlcn21_m
MGlcn21_rl_m,released mucin-type O-glycan No 21,1520.39968,58,5,,,,,EX_MGlcn21_rl_m
MGlcn22_m,mucin-type O-glycan No 22,,20,1,,,,,EX_MGlcn22_m
MGlcn22_rl_m,released mucin-type O-glycan No 22,529.4896,20,1,,,,,EX_MGlcn22_rl_m
MGlcn23_m,mucin-type O-glycan No 23,,28,2,,,,,EX_MGlcn23_m
MGlcn23_rl_m,released mucin-type O-glycan No 23,732.68212,28,2,,,,,EX_MGlcn23_rl_m
MGlcn24_m,mucin-type O-glycan No 24,,28,2,,,,,EX_MGlcn24_m
MGlcn24_rl_m,released mucin-type O-glycan No 24,732.68212,28,2,,,,,EX_MGlcn24_rl_m
MGlcn25_m,mucin-type O-glycan No 25,,34,2,,,,,EX_MGlcn25_m
MGlcn25_rl_m,released mucin-type O-glycan No 25,894.82272,34,2,,,,,EX_MGlcn25_rl_m
MGlcn26_m,mucin-type O-glycan No 26,,34,2,,,,,EX_MGlcn26_m
MGlcn26_rl_m,released mucin-type O-glycan No 26,894.82272,34,2,,,,,EX_MGlcn26_rl_m
MGlcn27_m,mucin-type O-glycan No 27,,34,2,,,,,EX_MGlcn27_m
MGlcn27_rl_m,released mucin-type O-glycan No 27,894.82272,34,2,,,,,EX_MGlcn27_rl_m
MGlcn28_m,mucin-type O-glycan No 28,,34,2,,,,,EX_MGlcn28_m
MGlcn28_rl_m,released mucin-type O-glycan No 28,894.82272,34,2,,,,,EX_MGlcn28_rl_m
MGlcn29_m,mucin-type O-glycan No 29,,36,3,,,,,EX_MGlcn29_m
MGlcn29_rl_m,released mucin-type O-glycan No 29,935.87464,36,3,,,,,EX_MGlcn29_rl_m
MGlcn2_rl_m,released mucin-type O-glycan No 2,714.64696,27,3,,,,,EX_MGlcn2_rl_m
MGlcn3_m,mucin-type O-glycan No 3,,33,3,,,,,EX_MGlcn3_m
MGlcn30_m,mucin-type O-glycan No 30,,40,2,,,,,EX_MGlcn30_m
MGlcn30_rl_m,released mucin-type O-glycan No 30,1040.96392,40,2,,,,,EX_MGlcn30_rl_m
MGlcn31_m,mucin-type O-glycan No 31,,40,2,,,,,EX_MGlcn31_m
MGlcn31_rl_m,released mucin-type O-glycan No 31,1056.96332,40,2,,,,,EX_MGlcn31_rl_m
MGlcn32_m,mucin-type O-glycan No 32,,42,3,,,,,EX_MGlcn32_m
MGlcn32_rl_m,released mucin-type O-glycan No 32,1098.01524,42,3,,,,,EX_MGlcn32_rl_m
MGlcn33_m,mucin-type O-glycan No 33,,46,2,,,,,EX_MGlcn33_m
MGlcn33_rl_m,released mucin-type O-glycan No 33,1187.10512,46,2,,,,,EX_MGlcn33_rl_m
MGlcn34_m,mucin-type O-glycan No 34,,46,2,,,,,EX_MGlcn34_m
MGlcn34_rl_m,released mucin-type O-glycan No 34,1203.10452,46,2,,,,,EX_MGlcn34_rl_m
MGlcn35_m,mucin-type O-glycan No 35,,46,2,,,,,EX_MGlcn35_m
MGlcn35_rl_m,released mucin-type O-glycan No 35,1203.10452,46,2,,,,,EX_MGlcn35_rl_m
MGlcn36_m,mucin-type O-glycan No 36,,46,2,,,,,EX_MGlcn36_m
MGlcn36_rl_m,released mucin-type O-glycan No 36,1203.10452,46,2,,,,,EX_MGlcn36_rl_m
MGlcn37_m,mucin-type O-glycan No 37,,48,3,,,,,EX_MGlcn37_m
MGlcn37_rl_m,released mucin-type O-glycan No 37,1244.15644,48,3,,,,,EX_MGlcn37_rl_m
MGlcn38_m,mucin-type O-glycan No 38,,48,3,,,,,EX_MGlcn38_m
MGlcn38_rl_m,released mucin-type O-glycan No 38,1244.15644,48,3,,,,,EX_MGlcn38_rl_m
MGlcn39_m,mucin-type O-glycan No 39,,22,2,,,,,EX_MGlcn39_m
MGlcn39_rl_m,released mucin-type O-glycan No 39,586.54092,22,2,,,,,EX_MGlcn39_rl_m
MGlcn3_rl_m,released mucin-type O-glycan No 3,876.78756,33,3,,,,,EX_MGlcn3_rl_m
MGlcn4_m,mucin-type O-glycan No 4,,47,4,,,,,EX_MGlcn4_m
MGlcn40_m,mucin-type O-glycan No 40,,48,3,,,,,EX_MGlcn40_m
MGlcn40_rl_m,released mucin-type O-glycan No 40,1244.15644,48,3,,,,,EX_MGlcn40_rl_m
MGlcn41_m,mucin-type O-glycan No 41,,50,4,,,,,EX_MGlcn41_m
MGlcn41_rl_m,released mucin-type O-glycan No 41,1301.20776,50,4,,,,,EX_MGlcn41_rl_m
MGlcn42_m,mucin-type O-glycan No 42,,52,2,,,,,EX_MGlcn42_m
MGlcn42_rl_m,released mucin-type O-glycan No 42,1365.2451199999998,52,2,,,,,EX_MGlcn42_rl_m
MGlcn45_m,mucin-type O-glycan No 45,,28,2,,,,,EX_MGlcn45_m
MGlcn45_rl_m,released mucin-type O-glycan No 45,748.68152,28,2,,,,,EX_MGlcn45_rl_m
MGlcn46_m,mucin-type O-glycan No 46,,28,2,,,,,EX_MGlcn46_m
MGlcn46_rl_m,released mucin-type O-glycan No 46,748.68152,28,2,,,,,EX_MGlcn46_rl_m
MGlcn47_m,mucin-type O-glycan No 47,,42,3,,,,,EX_MGlcn47_m
MGlcn47_rl_m,released mucin-type O-glycan No 47,1098.01524,42,3,,,,,EX_MGlcn47_rl_m
MGlcn48_m,mucin-type O-glycan No 48,,25,2,,,,,EX_MGlcn48_m
MGlcn48_rl_m,released mucin-type O-glycan No 48,673.59504,25,2,,,,,EX_MGlcn48_rl_m
MGlcn4_rl_m,released mucin-type O-glycan No 4,1242.12068,47,4,,,,,EX_MGlcn4_rl_m
MGlcn5_m,mucin-type O-glycan No 5,,55,5,,,,,EX_MGlcn5_m
MGlcn50_m,mucin-type O-glycan No 50,,31,2,,,,,EX_MGlcn50_m
MGlcn50_rl_m,released mucin-type O-glycan No 50,819.7362400000001,31,2,,,,,EX_MGlcn50_rl_m
MGlcn51_m,mucin-type O-glycan No 51,,33,3,,,,,EX_MGlcn51_m
MGlcn51_rl_m,released mucin-type O-glycan No 51,876.78756,33,3,,,,,EX_MGlcn51_rl_m
MGlcn53_m,mucin-type O-glycan No 53,,39,3,,,,,EX_MGlcn53_m
MGlcn53_rl_m,released mucin-type O-glycan No 53,1038.92816,39,3,,,,,EX_MGlcn53_rl_m
MGlcn54_m,mucin-type O-glycan No 54,,50,4,,,,,EX_MGlcn54_m
MGlcn54_rl_m,released mucin-type O-glycan No 54,1329.1748,50,4,,,,,EX_MGlcn54_rl_m
MGlcn55_m,mucin-type O-glycan No 55,,54,3,,,,,EX_MGlcn55_m
MGlcn55_rl_m,released mucin-type O-glycan No 55,1406.29704,54,3,,,,,EX_MGlcn55_rl_m
MGlcn56_m,mucin-type O-glycan No 56,,60,3,,,,,EX_MGlcn56_m
MGlcn56_rl_m,released mucin-type O-glycan No 56,1568.43764,60,3,,,,,EX_MGlcn56_rl_m
MGlcn57_m,mucin-type O-glycan No 57,,58,5,,,,,EX_MGlcn57_m
MGlcn57_rl_m,released mucin-type O-glycan No 57,1520.39968,58,5,,,,,EX_MGlcn57_rl_m
MGlcn58_m,mucin-type O-glycan No 58,,58,5,,,,,EX_MGlcn58_m
MGlcn58_rl_m,released mucin-type O-glycan No 58,1520.39968,58,5,,,,,EX_MGlcn58_rl_m
MGlcn59_m,mucin-type O-glycan No 59,,86,7,,,,,EX_MGlcn59_m
MGlcn59_rl_m,released mucin-type O-glycan No 59,2247.03416,86,7,,,,,EX_MGlcn59_rl_m
MGlcn5_rl_m,released mucin-type O-glycan No 5,1445.3131999999998,55,5,,,,,EX_MGlcn5_rl_m
MGlcn6_m,mucin-type O-glycan No 6,,75,6,,,,,EX_MGlcn6_m
MGlcn60_m,mucin-type O-glycan No 60,,86,7,,,,,EX_MGlcn60_m
MGlcn60_rl_m,released mucin-type O-glycan No 60,2247.03416,86,7,,,,,EX_MGlcn60_rl_m
MGlcn61_m,mucin-type O-glycan No 61,,64,5,,,,,EX_MGlcn61_m
MGlcn61_rl_m,released mucin-type O-glycan No 61,1666.54088,64,5,,,,,EX_MGlcn61_rl_m
MGlcn62_m,mucin-type O-glycan No 62,,64,5,,,,,EX_MGlcn62_m
MGlcn62_rl_m,released mucin-type O-glycan No 62,1666.54088,64,5,,,,,EX_MGlcn62_rl_m
MGlcn63_m,mucin-type O-glycan No 63,,64,5,,,,,EX_MGlcn63_m
MGlcn63_rl_m,released mucin-type O-glycan No 63,1678.50852,64,5,,,,,EX_MGlcn63_rl_m
MGlcn64_m,mucin-type O-glycan No 64,,67,5,,,,,EX_MGlcn64_m
MGlcn64_rl_m,released mucin-type O-glycan No 64,1753.595,67,5,,,,,EX_MGlcn64_rl_m
MGlcn65_m,mucin-type O-glycan No 65,,72,6,,,,,EX_MGlcn65_m
MGlcn65_rl_m,released mucin-type O-glycan No 65,1897.70044,72,6,,,,,EX_MGlcn65_rl_m
MGlcn66_m,mucin-type O-glycan No 66,,50,4,,,,,EX_MGlcn66_m
MGlcn66_rl_m,released mucin-type O-glycan No 66,1317.20716,50,4,,,,,EX_MGlcn66_rl_m
MGlcn67_m,mucin-type O-glycan No 67,,78,6,,,,,EX_MGlcn67_m
MGlcn67_rl_m,released mucin-type O-glycan No 67,2043.84164,78,6,,,,,EX_MGlcn67_rl_m
MGlcn68_m,mucin-type O-glycan No 68,,56,4,,,,,EX_MGlcn68_m
MGlcn68_rl_m,released mucin-type O-glycan No 68,1463.34836,56,4,,,,,EX_MGlcn68_rl_m
MGlcn69_m,mucin-type O-glycan No 69,,40,2,,,,,EX_MGlcn69_m
MGlcn69_rl_m,released mucin-type O-glycan No 69,1040.96392,40,2,,,,,EX_MGlcn69_rl_m
MGlcn6_rl_m,released mucin-type O-glycan No 6,1956.78752,75,6,,,,,EX_MGlcn6_rl_m
MGlcn7_m,mucin-type O-glycan No 7,,72,6,,,,,EX_MGlcn7_m
MGlcn70_m,mucin-type O-glycan No 70,,40,2,,,,,EX_MGlcn70_m
MGlcn70_rl_m,released mucin-type O-glycan No 70,1040.96392,40,2,,,,,EX_MGlcn70_rl_m
MGlcn71_m,mucin-type O-glycan No 71,,46,2,,,,,EX_MGlcn71_m
MGlcn71_rl_m,released mucin-type O-glycan No 71,1203.10452,46,2,,,,,EX_MGlcn71_rl_m
MGlcn72_m,mucin-type O-glycan No 72,,30,3,,,,,EX_MGlcn72_m
MGlcn72_rl_m,released mucin-type O-glycan No 72,789.73344,30,3,,,,,EX_MGlcn72_rl_m
MGlcn73_m,mucin-type O-glycan No 73,,22,2,,,,,EX_MGlcn73_m
MGlcn73_rl_m,released mucin-type O-glycan No 73,586.54092,22,2,,,,,EX_MGlcn73_rl_m
MGlcn74_m,mucin-type O-glycan No 74,,34,2,,,,,EX_MGlcn74_m
MGlcn74_rl_m,released mucin-type O-glycan No 74,894.82272,34,2,,,,,EX_MGlcn74_rl_m
MGlcn75_m,mucin-type O-glycan No 75,,40,2,,,,,EX_MGlcn75_m
MGlcn75_rl_m,released mucin-type O-glycan No 75,1040.96392,40,2,,,,,EX_MGlcn75_rl_m
MGlcn76_m,mucin-type O-glycan No 76,,40,2,,,,,EX_MGlcn76_m
MGlcn76_rl_m,released mucin-type O-glycan No 76,1040.96392,40,2,,,,,EX_MGlcn76_rl_m
MGlcn77_m,mucin-type O-glycan No 77,,28,2,,,,,EX_MGlcn77_m
MGlcn77_rl_m,released mucin-type O-glycan No 77,748.68152,28,2,,,,,EX_MGlcn77_rl_m
MGlcn78_m,mucin-type O-glycan No 78,,28,2,,,,,EX_MGlcn78_m
MGlcn78_rl_m,released mucin-type O-glycan No 78,748.68152,28,2,,,,,EX_MGlcn78_rl_m
MGlcn79_m,mucin-type O-glycan No 79,,28,2,,,,,EX_MGlcn79_m
MGlcn79_rl_m,released mucin-type O-glycan No 79,748.68152,28,2,,,,,EX_MGlcn79_rl_m
MGlcn7_rl_m,released mucin-type O-glycan No 7,1881.70104,72,6,,,,,EX_MGlcn7_rl_m
MGlcn8_m,mucin-type O-glycan No 8,,80,7,,,,,EX_MGlcn8_m
MGlcn80_m,mucin-type O-glycan No 80,,42,3,,,,,EX_MGlcn80_m
MGlcn80_rl_m,released mucin-type O-glycan No 80,1098.01524,42,3,,,,,EX_MGlcn80_rl_m
MGlcn81_m,mucin-type O-glycan No 81,,58,5,,,,,EX_MGlcn81_m
MGlcn81_rl_m,released mucin-type O-glycan No 81,1532.3673199999998,58,5,,,,,EX_MGlcn81_rl_m
MGlcn82_m,mucin-type O-glycan No 82,,36,3,,,,,EX_MGlcn82_m
MGlcn82_rl_m,released mucin-type O-glycan No 82,951.87404,36,3,,,,,EX_MGlcn82_rl_m
MGlcn83_m,mucin-type O-glycan No 83,,36,3,,,,,EX_MGlcn83_m
MGlcn83_rl_m,released mucin-type O-glycan No 83,951.87404,36,3,,,,,EX_MGlcn83_rl_m
MGlcn84_m,mucin-type O-glycan No 84,,42,3,,,,,EX_MGlcn84_m
MGlcn84_rl_m,released mucin-type O-glycan No 84,1098.01524,42,3,,,,,EX_MGlcn84_rl_m
MGlcn85_m,mucin-type O-glycan No 85,,42,3,,,,,EX_MGlcn85_m
MGlcn85_rl_m,released mucin-type O-glycan No 85,1098.01524,42,3,,,,,EX_MGlcn85_rl_m
MGlcn86_m,mucin-type O-glycan No 86,,42,3,,,,,EX_MGlcn86_m
MGlcn86_rl_m,released mucin-type O-glycan No 86,1098.01524,42,3,,,,,EX_MGlcn86_rl_m
MGlcn87_m,mucin-type O-glycan No 87,,42,3,,,,,EX_MGlcn87_m
MGlcn87_rl_m,released mucin-type O-glycan No 87,1098.01524,42,3,,,,,EX_MGlcn87_rl_m
MGlcn88_m,mucin-type O-glycan No 88,,66,6,,,,,EX_MGlcn88_m
MGlcn88_rl_m,released mucin-type O-glycan No 88,1735.55984,66,6,,,,,EX_MGlcn88_rl_m
MGlcn89_m,mucin-type O-glycan No 89,,44,4,,,,,EX_MGlcn89_m
MGlcn89_rl_m,released mucin-type O-glycan No 89,1155.06656,44,4,,,,,EX_MGlcn89_rl_m
MGlcn8_rl_m,released mucin-type O-glycan No 8,2100.89296,80,7,,,,,EX_MGlcn8_rl_m
MGlcn9_m,mucin-type O-glycan No 9,,94,8,,,,,EX_MGlcn9_m
MGlcn90_m,mucin-type O-glycan No 90,,40,2,,,,,EX_MGlcn90_m
MGlcn90_rl_m,released mucin-type O-glycan No 90,1056.96332,40,2,,,,,EX_MGlcn90_rl_m
MGlcn91_m,mucin-type O-glycan No 91,,40,2,,,,,EX_MGlcn91_m
MGlcn91_rl_m,released mucin-type O-glycan No 91,1056.96332,40,2,,,,,EX_MGlcn91_rl_m
MGlcn92_m,mucin-type O-glycan No 92,,40,2,,,,,EX_MGlcn92_m
MGlcn92_rl_m,released mucin-type O-glycan No 92,1056.96332,40,2,,,,,EX_MGlcn92_rl_m
MGlcn93_m,mucin-type O-glycan No 93,,40,2,,,,,EX_MGlcn93_m
MGlcn93_rl_m,released mucin-type O-glycan No 93,1056.96332,40,2,,,,,EX_MGlcn93_rl_m
MGlcn94_m,mucin-type O-glycan No 94,,40,2,,,,,EX_MGlcn94_m
MGlcn94_rl_m,released mucin-type O-glycan No 94,1056.96332,40,2,,,,,EX_MGlcn94_rl_m
MGlcn95_m,mucin-type O-glycan No 95,,40,2,,,,,EX_MGlcn95_m
MGlcn95_rl_m,released mucin-type O-glycan No 95,1056.96332,40,2,,,,,EX_MGlcn95_rl_m
MGlcn96_m,mucin-type O-glycan No 96,,40,2,,,,,EX_MGlcn96_m
MGlcn96_rl_m,released mucin-type O-glycan No 96,1056.96332,40,2,,,,,EX_MGlcn96_rl_m
MGlcn97_m,mucin-type O-glycan No 97,,34,2,,,,,EX_MGlcn97_m
MGlcn97_rl_m,released mucin-type O-glycan No 97,910.8221199999999,34,2,,,,,EX_MGlcn97_rl_m
MGlcn98_m,mucin-type O-glycan No 98,,48,3,,,,,EX_MGlcn98_m
MGlcn98_rl_m,released mucin-type O-glycan No 98,1260.1558400000001,48,3,,,,,EX_MGlcn98_rl_m
MGlcn99_m,mucin-type O-glycan No 99,,48,3,,,,,EX_MGlcn99_m
MGlcn99_rl_m,released mucin-type O-glycan No 99,1260.1558400000001,48,3,,,,,EX_MGlcn99_rl_m
MGlcn9_rl_m,released mucin-type O-glycan No 9,2450.2266799999998,94,8,,,,,EX_MGlcn9_rl_m
Ser_Thr_m,protein-linked serine or threonine residue (O-glycosylation site),,0,0,,,,,EX_Ser_Thr_m
T_antigen_m,T antigen (core 1),,14,1,,,,,EX_T_antigen_m
Tn_antigen_m,Tn antigen,,8,1,,,C04383,,EX_Tn_antigen_m
ac_m,acetate,59.044019999999996,2,0,HMDB00042,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/p-1",C00033,176,EX_ac_m
acald_m,acetaldehyde,44.05256,2,0,HMDB00990,"InChI=1S/C2H4O/c1-2-3/h2H,1H3",C00084,177,EX_acald_m
acgal_m,N-acetyl-D-galactosamine,221.2078,8,1,HMDB00212,,C01132,35717,EX_acgal_m
acgam_m,N-acetyl-D-glucosamine,221.2078,8,1,HMDB00215,"InChI=1S/C8H15NO6/c1-4(12)9-5(2-10)7(14)8(15)6(13)3-11/h2,5-8,11,13-15H,3H2,1H3,(H,9,12)/t5-,6+,7+,8+/m0/s1",C00140,439174,EX_acgam_m
acnam_m,N-acetylneuraminate,308.26192000000003,11,1,HMDB00230,,C19910,439197,EX_acnam_m
acnam2a6agal_m,"Alpha-2,6-N-acetylneuraminate-N-acetylgalactosamine",511.45444000000003,19,2,,,,,EX_acnam2a6agal_m
ade_m,Adenine,135.1267,5,5,HMDB00034,"InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)",C00147,190,EX_ade_m
adn_m,Adenosine,267.24132,10,5,HMDB00050,,C00212,60961,EX_adn_m
agal1b3agal_m,"Beta-1,3-N,N-diacetylgalactosamine",424.40032,16,2,,,,,EX_agal1b3agal_m
agam1b3agal_m,"Beta-1,3-N-acetylglucosamine-N-acetylgalactosamine",424.40032,16,2,,,,,EX_agam1b3agal_m
agam1b6agal_m,"Beta-1,6-N-acetylglucosamine-N-acetylgalactosamine",424.40032,16,2,,,,,EX_agam1b6agal_m
ala_L_m,L-alanine,89.09318,3,1,HMDB00161,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",C00041,5950,EX_ala_L_m
alaasp_m,L-alanyl-L-aspartate,203.17264,7,2,,,,,EX_alaasp_m
alagln_m,L-alanyl-L-glutamine,217.2224,8,3,,,,,EX_alagln_m
alaglu_m,L-alanyl-L-glutamate,217.19922,8,2,,,,,EX_alaglu_m
alagly_m,L-alanylglycine,146.1445,5,2,,,,,EX_alagly_m
alahis_m,L-alanyl-L-histidine,226.23246,9,4,,"InChI=1S/C9H14N4O3/c10-2-1-8(14)13-7(9(15)16)3-6-4-11-5-12-6/h4-5,7H,1-3,10H2,(H,11,12)(H,13,14)(H,15,16)/t7-/m0/s1",C00386,,EX_alahis_m
alaleu_m,L-alanyl-L-leucine,202.25082,9,2,,,,,EX_alaleu_m
alathr_m,L-alanyl-L-threonine,190.19706,7,2,,,,,EX_alathr_m
arbt_m,Arbutin,272.25124,12,0,,,C06186,,EX_arbt_m
asn_L_m,L-asparagine,132.11792,4,2,HMDB00168,"InChI=1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H2,6,7)(H,8,9)/t2-/m0/s1",C00152,6267,EX_asn_L_m
asp_L_m,L-aspartate(1-),132.09474,4,1,HMDB00191,"InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/p-1/t2-/m0/s1",C00049,5960,EX_asp_L_m
btn_m,Biotin,243.3027,10,2,HMDB00030,"InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)/p-1/t6-,7-,9-/m0/s1",C00120,171548,EX_btn_m
ca2_m,calcium(2+),40.078,0,0,HMDB00464,InChI=1S/Ca/q+2,C00076,,EX_ca2_m
cd2_m,Cadmium,112.411,0,0,,,,,EX_cd2_m
cgly_m,L-cysteinylglycine,178.2095,5,2,HMDB00078,"InChI=1S/C5H10N2O3S/c6-3(2-11)5(10)7-1-4(8)9/h3,11H,1-2,6H2,(H,7,10)(H,8,9)/t3-/m0/s1",C01419,439498,EX_cgly_m
chtbs_m,"N,N-diacetylchitobiose",424.40032,16,2,,,,,EX_chtbs_m
cl_m,Chloride,35.453,0,0,HMDB00492,InChI=1S/ClH/h1H/p-1,C00698,312,EX_cl_m
co2_m,carbon dioxide,44.0095,1,0,HMDB01967,InChI=1S/CO2/c2-1-3,C00011,280,EX_co2_m
cobalt2_m,Co2+,58.9332,0,0,,,,,EX_cobalt2_m
core2_m,Core 2,,22,2,,,,,EX_core2_m
core2_rl_m,released Core 2,586.54092,22,2,,,,,EX_core2_rl_m
core3_m,Core 3,,16,2,,,,,EX_core3_m
core4_m,Core 4,,24,3,,,,,EX_core4_m
core4_rl_m,released Core 4,627.59284,24,3,,,,,EX_core4_rl_m
core5_m,Core 5,,16,2,,,,,EX_core5_m
core6_m,Core 6,,16,2,,,,,EX_core6_m
core7_m,Core 7,,16,2,,,,,EX_core7_m
core8_m,Core 8,,14,1,,,,,EX_core8_m
csn_m,cytosine,111.102,4,3,HMDB00630,"InChI=1S/C4H5N3O/c5-3-1-2-6-4(8)7-3/h1-2H,(H3,5,6,7,8)",C00380,597,EX_csn_m
cu2_m,Cu2+,63.546,0,0,,,,,EX_cu2_m
cys_L_m,L-cysteine,121.15818,3,1,HMDB00574,"InChI=1S/C3H7NO2S/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)/t2-/m0/s1",C00097,5862,EX_cys_L_m
cytd_m,Cytidine,243.21662,9,3,HMDB00089,"InChI=1S/C9H13N3O5/c10-5-1-2-12(9(16)11-5)8-7(15)6(14)4(3-13)17-8/h1-2,4,6-8,13-15H,3H2,(H2,10,11,16)/t4-,6-,7-,8-/m1/s1",C00475,6175,EX_cytd_m
dad_2_m,2-deoxyadenosine,251.24192,10,5,HMDB00101,"InChI=1S/C10H13N5O3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(17)6(2-16)18-7/h3-7,16-17H,1-2H2,(H2,11,12,13)/t5-,6+,7+/m0/s1",C00559,13730,EX_dad_2_m
ddca_m,laurate,199.30982,12,0,HMDB00638,"InChI=1S/C12H24O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H,13,14)/p-1",C02679,3893,EX_ddca_m
dgsn_m,Deoxyguanosine,267.24132,10,5,HMDB00085,"InChI=1S/C10H13N5O4/c11-10-13-8-7(9(18)14-10)12-3-15(8)6-1-4(17)5(2-16)19-6/h3-6,16-17H,1-2H2,(H3,11,13,14,18)/t4-,5+,6+/m0/s1",C00330,187790,EX_dgsn_m
dsT_antigen_m,disialyl-T antigen,,36,3,,,,,EX_dsT_antigen_m
dsT_antigen_rl_m,released disialyl-T antigen,963.84168,36,3,,,,,EX_dsT_antigen_rl_m
etoh_m,ethanol,46.06844,2,0,HMDB00108,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",C00469,702,EX_etoh_m
f1a_m,F1alpha,,22,2,,,,,EX_f1a_m
f1a_rl_m,released F1alpha antigen,586.54092,22,2,,,,,EX_f1a_rl_m
fe2_m,Fe2+,55.845,0,0,HMDB00692,InChI=1S/Fe/q+2,C14818,27284,EX_fe2_m
fe3_m,Fe3+,55.845,0,0,HMDB12943,InChI=1S/Fe/q+3,C14819,29936,EX_fe3_m
fecrm_m,Ferrichrome,740.52048,27,9,,,,,EX_fecrm_m
for_m,Formate,45.01744,1,0,HMDB00142,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)/p-1",C00058,284,EX_for_m
fru_m,D-Fructose,180.15588,6,0,HMDB00660,,C02336,439709,EX_fru_m
